region,origin_display_name,destination_display_name,datetime,mean_travel_time_seconds
Boston,Zone4,Zone7,2024-01-01 01:00:00,459.8512736318943
Boston,Zone4,Zone8,2024-01-01 01:00:00,1094.7449315472613
Boston,Zone4,Zone9,2024-01-01 01:00:00,855.7283563107783
Boston,Zone4,Zone10,2024-01-01 01:00:00,1065.3134368886172
Boston,Zone5,Zone6,2024-01-01 01:00:00,893.822006695252
Boston,Zone5,Zone7,2024-01-01 01:00:00,1086.1810340631166
Boston,Zone5,Zone8,2024-01-01 01:00:00,675.7874866014752
Boston,Zone5,Zone9,2024-01-01 01:00:00,757.447303710781
Boston,Zone5,Zone10,2024-01-01 01:00:00,999.5858941749237
Boston,Zone1,Zone6,2024-01-01 02:00:00,778.8427009832785
Boston,Zone1,Zone7,2024-01-01 02:00:00,961.307673543628
Boston,Zone1,Zone8,2024-01-01 02:00:00,1006.4936471260871
Boston,Zone1,Zone9,2024-01-01 02:00:00,927.5299195049945
Boston,Zone1,Zone10,2024-01-01 02:00:00,719.4865555659159
Boston,Zone2,Zone6,2024-01-01 02:00:00,727.0666041918805
Boston,Zone2,Zone7,2024-01-01 02:00:00,723.8503307896383
Boston,Zone2,Zone8,2024-01-01 02:00:00,1118.8857452065658
Boston,Zone2,Zone9,2024-01-01 02:00:00,987.1683698725517
Boston,Zone2,Zone10,2024-01-01 02:00:00,815.62930708897
Boston,Zone3,Zone6,2024-01-01 02:00:00,1029.3716590161057
Boston,Zone3,Zone7,2024-01-01 02:00:00,671.080360985874
Boston,Zone3,Zone8,2024-01-01 02:00:00,622.4094388688113
Boston,Zone3,Zone9,2024-01-01 02:00:00,647.3540762894268
Boston,Zone3,Zone10,2024-01-01 02:00:00,927.2577107575536
Boston,Zone4,Zone6,2024-01-01 02:00:00,527.8870912443226
Boston,Zone4,Zone7,2024-01-01 02:00:00,771.8184380599056
Boston,Zone4,Zone8,2024-01-01 02:00:00,1035.315460607802
Boston,Zone4,Zone9,2024-01-01 02:00:00,690.2837083122704
Boston,Zone4,Zone10,2024-01-01 02:00:00,805.8476650654725
Boston,Zone5,Zone6,2024-01-01 02:00:00,633.9467576293271
Boston,Zone5,Zone7,2024-01-01 02:00:00,927.9326950850646
Boston,Zone5,Zone8,2024-01-01 02:00:00,984.7079387936528
Boston,Zone5,Zone9,2024-01-01 02:00:00,868.7658419243344
Boston,Zone5,Zone10,2024-01-01 02:00:00,907.9867847570019
Boston,Zone1,Zone6,2024-01-01 03:00:00,625.0684902816402
Boston,Zone1,Zone7,2024-01-01 03:00:00,1056.9943522034976
Boston,Zone1,Zone8,2024-01-01 03:00:00,831.7382426527015
Boston,Zone1,Zone9,2024-01-01 03:00:00,1080.1758759023814
Boston,Zone1,Zone10,2024-01-01 03:00:00,841.4872803819528
Boston,Zone2,Zone6,2024-01-01 03:00:00,831.8863791219842
Boston,Zone2,Zone7,2024-01-01 03:00:00,816.6706578410008
Boston,Zone2,Zone8,2024-01-01 03:00:00,802.9862316495912
Boston,Zone2,Zone9,2024-01-01 03:00:00,1062.1592813486564
Boston,Zone2,Zone10,2024-01-01 03:00:00,1047.9091132047356
Boston,Zone3,Zone6,2024-01-01 03:00:00,949.4306325635241
Boston,Zone3,Zone7,2024-01-01 03:00:00,891.5328584978828
Boston,Zone3,Zone8,2024-01-01 03:00:00,941.7697589889736
Boston,Zone3,Zone9,2024-01-01 03:00:00,1102.5265041027474
Boston,Zone3,Zone10,2024-01-01 03:00:00,634.638964174869
Boston,Zone4,Zone6,2024-01-01 03:00:00,996.4951882422155
Boston,Zone4,Zone7,2024-01-01 03:00:00,1037.3805882328163
Boston,Zone4,Zone8,2024-01-01 03:00:00,583.2797425430444
Boston,Zone4,Zone9,2024-01-01 03:00:00,961.0887994480142
Boston,Zone4,Zone10,2024-01-01 03:00:00,1121.3837825238331
Boston,Zone5,Zone6,2024-01-01 03:00:00,576.1338598257367
Boston,Zone5,Zone7,2024-01-01 03:00:00,1089.6705897425486
Boston,Zone5,Zone8,2024-01-01 03:00:00,1152.7031557947637
Boston,Zone5,Zone9,2024-01-01 03:00:00,967.8718414640722
Boston,Zone5,Zone10,2024-01-01 03:00:00,960.623858243142
Boston,Zone1,Zone6,2024-01-01 04:00:00,975.6394279672904
Boston,Zone1,Zone7,2024-01-01 04:00:00,797.6284882649588
Boston,Zone1,Zone8,2024-01-01 04:00:00,984.173198955045
Boston,Zone1,Zone9,2024-01-01 04:00:00,1158.2334820468122
Boston,Zone1,Zone10,2024-01-01 04:00:00,300.0
Boston,Zone2,Zone6,2024-01-01 04:00:00,895.4222020239287
Boston,Zone2,Zone7,2024-01-01 04:00:00,848.5784280917758
Boston,Zone2,Zone8,2024-01-01 04:00:00,1188.2594269146173
Boston,Zone2,Zone9,2024-01-01 04:00:00,593.0540545497237
Boston,Zone2,Zone10,2024-01-01 04:00:00,623.5848425763497
Boston,Zone3,Zone6,2024-01-01 04:00:00,949.7885388387123
Boston,Zone3,Zone7,2024-01-01 04:00:00,1148.8029295222846
Boston,Zone3,Zone8,2024-01-01 04:00:00,807.9998870450823
Boston,Zone3,Zone9,2024-01-01 04:00:00,914.4555186975364
Boston,Zone3,Zone10,2024-01-01 04:00:00,980.5331933975797
Boston,Zone4,Zone6,2024-01-01 04:00:00,827.0977833965904
Boston,Zone4,Zone7,2024-01-01 04:00:00,686.6438573055091
Boston,Zone4,Zone8,2024-01-01 04:00:00,916.2601235210531
Boston,Zone4,Zone9,2024-01-01 04:00:00,868.8243786090568
Boston,Zone4,Zone10,2024-01-01 04:00:00,626.4077729355979
Boston,Zone5,Zone6,2024-01-01 04:00:00,916.0936481746876
Boston,Zone5,Zone7,2024-01-01 04:00:00,612.8876657457279
Boston,Zone5,Zone8,2024-01-01 04:00:00,751.3756860797819
Boston,Zone5,Zone9,2024-01-01 04:00:00,726.6968591976347
Boston,Zone5,Zone10,2024-01-01 04:00:00,650.8797765364503
Boston,Zone1,Zone6,2024-01-01 05:00:00,920.0600637630969
Boston,Zone1,Zone7,2024-01-01 05:00:00,933.5341023150193
Boston,Zone1,Zone8,2024-01-01 05:00:00,798.89743672818
Boston,Zone1,Zone9,2024-01-01 05:00:00,933.4938327762766
Boston,Zone1,Zone10,2024-01-01 05:00:00,827.6535809969176
Boston,Zone2,Zone6,2024-01-01 05:00:00,984.8571980894094
Boston,Zone2,Zone7,2024-01-01 05:00:00,1138.0914574740236
Boston,Zone2,Zone8,2024-01-01 05:00:00,772.0898652108585
Boston,Zone2,Zone9,2024-01-01 05:00:00,641.885815037462
Boston,Zone2,Zone10,2024-01-01 05:00:00,841.3326105794116
Boston,Zone3,Zone6,2024-01-01 05:00:00,958.5302326423027
Boston,Zone3,Zone7,2024-01-01 05:00:00,1118.4103924659562
Boston,Zone3,Zone8,2024-01-01 05:00:00,1063.7677518499393
Boston,Zone3,Zone9,2024-01-01 05:00:00,844.2511987138572
Boston,Zone3,Zone10,2024-01-01 05:00:00,788.3924912467886
Boston,Zone4,Zone6,2024-01-01 05:00:00,762.430397145283
Boston,Zone4,Zone7,2024-01-01 05:00:00,651.2690418232429
Boston,Zone4,Zone8,2024-01-01 05:00:00,465.3075466028497
Boston,Zone4,Zone9,2024-01-01 05:00:00,926.2830872537614
Boston,Zone4,Zone10,2024-01-01 05:00:00,1235.4820152680159
Boston,Zone5,Zone6,2024-01-01 05:00:00,935.7053674425885
Boston,Zone5,Zone7,2024-01-01 05:00:00,805.4971332713845
Boston,Zone5,Zone8,2024-01-01 05:00:00,983.7845496157139
Boston,Zone5,Zone9,2024-01-01 05:00:00,974.415627536174
Boston,Zone5,Zone10,2024-01-01 05:00:00,966.7232253370539
Boston,Zone1,Zone6,2024-01-01 06:00:00,414.3991242254003
Boston,Zone1,Zone7,2024-01-01 06:00:00,1005.1230394600525
Boston,Zone1,Zone8,2024-01-01 06:00:00,709.5796399316623
Boston,Zone1,Zone9,2024-01-01 06:00:00,768.0062960057617
Boston,Zone1,Zone10,2024-01-01 06:00:00,904.9431160862468
Boston,Zone2,Zone6,2024-01-01 06:00:00,1180.2745133945696
Boston,Zone2,Zone7,2024-01-01 06:00:00,1152.0759301544515
Boston,Zone2,Zone8,2024-01-01 06:00:00,1196.5584820022143
Boston,Zone2,Zone9,2024-01-01 06:00:00,810.3341734230823
Boston,Zone2,Zone10,2024-01-01 06:00:00,681.2896403678949
Boston,Zone3,Zone6,2024-01-01 06:00:00,659.2957171013677
Boston,Zone3,Zone7,2024-01-01 06:00:00,783.9036503995991
Boston,Zone3,Zone8,2024-01-01 06:00:00,713.7676527199492
Boston,Zone3,Zone9,2024-01-01 06:00:00,842.9006231959936
Boston,Zone3,Zone10,2024-01-01 06:00:00,914.9840096308843
Boston,Zone4,Zone6,2024-01-01 06:00:00,1096.2610156634746
Boston,Zone4,Zone7,2024-01-01 06:00:00,889.563265889274
Boston,Zone4,Zone8,2024-01-01 06:00:00,1112.5688152481234
Boston,Zone4,Zone9,2024-01-01 06:00:00,1402.7617594024491
Boston,Zone4,Zone10,2024-01-01 06:00:00,718.9335112865554
Boston,Zone5,Zone6,2024-01-01 06:00:00,928.904356198598
Boston,Zone5,Zone7,2024-01-01 06:00:00,655.4448861683184
Boston,Zone5,Zone8,2024-01-01 06:00:00,898.2533631510296
Boston,Zone5,Zone9,2024-01-01 06:00:00,936.0195916056006
Boston,Zone5,Zone10,2024-01-01 06:00:00,1020.7906440832817
Boston,Zone1,Zone6,2024-01-01 07:00:00,811.7951492223183
Boston,Zone1,Zone7,2024-01-01 07:00:00,929.3318919019307
Boston,Zone1,Zone8,2024-01-01 07:00:00,956.6175569859927
Boston,Zone1,Zone9,2024-01-01 07:00:00,951.0793740794006
Boston,Zone1,Zone10,2024-01-01 07:00:00,618.5836437684793
Boston,Zone2,Zone6,2024-01-01 07:00:00,1157.9074870049076
Boston,Zone2,Zone7,2024-01-01 07:00:00,506.4497514320802
Boston,Zone2,Zone8,2024-01-01 07:00:00,565.7967309385049
Boston,Zone2,Zone9,2024-01-01 07:00:00,867.2963260502163
Boston,Zone2,Zone10,2024-01-01 07:00:00,1009.5386182886176
Boston,Zone3,Zone6,2024-01-01 07:00:00,1388.403018681297
Boston,Zone3,Zone7,2024-01-01 07:00:00,1024.2081501445155
Boston,Zone3,Zone8,2024-01-01 07:00:00,695.8513564395771
Boston,Zone3,Zone9,2024-01-01 07:00:00,968.3167830169061
Boston,Zone3,Zone10,2024-01-01 07:00:00,825.3430443231448
Boston,Zone4,Zone6,2024-01-01 07:00:00,1184.3880959569851
Boston,Zone4,Zone7,2024-01-01 07:00:00,1028.9883518871336
Boston,Zone4,Zone8,2024-01-01 07:00:00,860.0790885741048
Boston,Zone4,Zone9,2024-01-01 07:00:00,823.3627322983448
Boston,Zone4,Zone10,2024-01-01 07:00:00,998.1555537856867
Boston,Zone5,Zone6,2024-01-01 07:00:00,996.3019878411346
Boston,Zone5,Zone7,2024-01-01 07:00:00,951.4210204985721
Boston,Zone5,Zone8,2024-01-01 07:00:00,865.053651844238
Boston,Zone5,Zone9,2024-01-01 07:00:00,1136.0267540564632
Boston,Zone5,Zone10,2024-01-01 07:00:00,818.2290398368007
Boston,Zone1,Zone6,2024-01-01 08:00:00,908.112609424139
Boston,Zone1,Zone7,2024-01-01 08:00:00,992.9949882012305
Boston,Zone1,Zone8,2024-01-01 08:00:00,864.8108444466034
Boston,Zone1,Zone9,2024-01-01 08:00:00,1171.2137703892429
Boston,Zone1,Zone10,2024-01-01 08:00:00,904.7225544127731
Boston,Zone2,Zone6,2024-01-01 08:00:00,787.1266979374263
Boston,Zone2,Zone7,2024-01-01 08:00:00,816.1012175205622
Boston,Zone2,Zone8,2024-01-01 08:00:00,1110.8342622805717
Boston,Zone2,Zone9,2024-01-01 08:00:00,1056.8743937137926
Boston,Zone2,Zone10,2024-01-01 08:00:00,694.7967369090342
Boston,Zone3,Zone6,2024-01-01 08:00:00,1059.6358591529543
Boston,Zone3,Zone7,2024-01-01 08:00:00,946.5948060179577
Boston,Zone3,Zone8,2024-01-01 08:00:00,656.0187304930191
Boston,Zone3,Zone9,2024-01-01 08:00:00,970.4823854052032
Boston,Zone3,Zone10,2024-01-01 08:00:00,1119.84150246965
Boston,Zone4,Zone6,2024-01-01 08:00:00,643.2981180011018
Boston,Zone4,Zone7,2024-01-01 08:00:00,929.0974982914124
Boston,Zone4,Zone8,2024-01-01 08:00:00,703.7849243409855
Boston,Zone4,Zone9,2024-01-01 08:00:00,882.3757344840301
Boston,Zone4,Zone10,2024-01-01 08:00:00,680.4498564040221
Boston,Zone5,Zone6,2024-01-01 08:00:00,786.1862102421827
Boston,Zone5,Zone7,2024-01-01 08:00:00,972.8495796536
Boston,Zone5,Zone8,2024-01-01 08:00:00,450.9510994575578
Boston,Zone5,Zone9,2024-01-01 08:00:00,815.5187237366702
Boston,Zone5,Zone10,2024-01-01 08:00:00,937.9056078811228
Boston,Zone1,Zone6,2024-01-01 09:00:00,742.213960270074
Boston,Zone1,Zone7,2024-01-01 09:00:00,769.9960559478909
Boston,Zone1,Zone8,2024-01-01 09:00:00,974.1509803856064
Boston,Zone1,Zone9,2024-01-01 09:00:00,655.5199076271193
Boston,Zone1,Zone10,2024-01-01 09:00:00,1062.7277852553884
Boston,Zone2,Zone6,2024-01-01 09:00:00,1240.8763527792048
Boston,Zone2,Zone7,2024-01-01 09:00:00,1063.4029949934932
Boston,Zone2,Zone8,2024-01-01 09:00:00,984.430162001552
Boston,Zone2,Zone9,2024-01-01 09:00:00,1066.1338723359245
Boston,Zone2,Zone10,2024-01-01 09:00:00,887.2116757316393
Boston,Zone3,Zone6,2024-01-01 09:00:00,1141.623189281488
Boston,Zone3,Zone7,2024-01-01 09:00:00,1345.1223521132608
Boston,Zone3,Zone8,2024-01-01 09:00:00,1128.7192078693374
Boston,Zone3,Zone9,2024-01-01 09:00:00,781.8902497071198
Boston,Zone3,Zone10,2024-01-01 09:00:00,639.1592439839299
Boston,Zone4,Zone6,2024-01-01 09:00:00,1019.5127841093938
Boston,Zone4,Zone7,2024-01-01 09:00:00,1143.6468443121707
Boston,Zone4,Zone8,2024-01-01 09:00:00,876.6976497065099
Boston,Zone4,Zone9,2024-01-01 09:00:00,1141.9951288190207
Boston,Zone4,Zone10,2024-01-01 09:00:00,800.7210065731039
Boston,Zone5,Zone6,2024-01-01 09:00:00,824.3381991132844
Boston,Zone5,Zone7,2024-01-01 09:00:00,857.8948392203065
Boston,Zone5,Zone8,2024-01-01 09:00:00,749.9501936501165
Boston,Zone5,Zone9,2024-01-01 09:00:00,737.8945404508258
Boston,Zone5,Zone10,2024-01-01 09:00:00,876.3182747808743
Boston,Zone1,Zone6,2024-01-01 10:00:00,1125.52417189862
Boston,Zone1,Zone7,2024-01-01 10:00:00,550.5979065877755
Boston,Zone1,Zone8,2024-01-01 10:00:00,1090.700711813558
Boston,Zone1,Zone9,2024-01-01 10:00:00,831.2092111625831
Boston,Zone1,Zone10,2024-01-01 10:00:00,859.6477718611926
Boston,Zone2,Zone6,2024-01-01 10:00:00,751.169315759248
Boston,Zone2,Zone7,2024-01-01 10:00:00,989.162999461408
Boston,Zone2,Zone8,2024-01-01 10:00:00,924.7439300351645
Boston,Zone2,Zone9,2024-01-01 10:00:00,1029.15830317068
Boston,Zone2,Zone10,2024-01-01 10:00:00,973.259954867885
Boston,Zone3,Zone6,2024-01-01 10:00:00,1023.2570637022804
Boston,Zone3,Zone7,2024-01-01 10:00:00,1019.7149832646335
Boston,Zone3,Zone8,2024-01-01 10:00:00,1034.8587072114547
Boston,Zone3,Zone9,2024-01-01 10:00:00,916.6957256888595
Boston,Zone3,Zone10,2024-01-01 10:00:00,1191.459140510232
Boston,Zone4,Zone6,2024-01-01 10:00:00,1076.3935843300387
Boston,Zone4,Zone7,2024-01-01 10:00:00,667.6294800362411
Boston,Zone4,Zone8,2024-01-01 10:00:00,754.666193756166
Boston,Zone4,Zone9,2024-01-01 10:00:00,1121.2085112799834
Boston,Zone4,Zone10,2024-01-01 10:00:00,697.0097949667542
Boston,Zone5,Zone6,2024-01-01 10:00:00,810.5750881717989
Boston,Zone5,Zone7,2024-01-01 10:00:00,1043.419909103692
Boston,Zone5,Zone8,2024-01-01 10:00:00,911.7074561022499
Boston,Zone5,Zone9,2024-01-01 10:00:00,592.2980250499609
Boston,Zone5,Zone10,2024-01-01 10:00:00,877.473128066737
Boston,Zone1,Zone6,2024-01-01 11:00:00,663.7181962221674
Boston,Zone1,Zone7,2024-01-01 11:00:00,1183.4793312981105
Boston,Zone1,Zone8,2024-01-01 11:00:00,913.7364837938258
Boston,Zone1,Zone9,2024-01-01 11:00:00,963.6820012140306
Boston,Zone1,Zone10,2024-01-01 11:00:00,828.0549762757574
Boston,Zone2,Zone6,2024-01-01 11:00:00,1229.249618111404
Boston,Zone2,Zone7,2024-01-01 11:00:00,1045.2142531137997
Boston,Zone2,Zone8,2024-01-01 11:00:00,1185.950801027649
Boston,Zone2,Zone9,2024-01-01 11:00:00,877.770465957496
Boston,Zone2,Zone10,2024-01-01 11:00:00,627.9187037451734
Boston,Zone3,Zone6,2024-01-01 11:00:00,857.1529826478693
Boston,Zone3,Zone7,2024-01-01 11:00:00,381.31070315688976
Boston,Zone3,Zone8,2024-01-01 11:00:00,1076.618287029861
Boston,Zone3,Zone9,2024-01-01 11:00:00,635.0396243662269
Boston,Zone3,Zone10,2024-01-01 11:00:00,747.3360113038088
Boston,Zone4,Zone6,2024-01-01 11:00:00,709.9331203860906
Boston,Zone4,Zone7,2024-01-01 11:00:00,760.8405744658255
Boston,Zone4,Zone8,2024-01-01 11:00:00,778.4345093609331
Boston,Zone4,Zone9,2024-01-01 11:00:00,1104.2742736940859
Boston,Zone4,Zone10,2024-01-01 11:00:00,1083.4547634849334
Boston,Zone5,Zone6,2024-01-01 11:00:00,925.5412772228442
Boston,Zone5,Zone7,2024-01-01 11:00:00,1218.9941190736797
Boston,Zone5,Zone8,2024-01-01 11:00:00,1072.7016927549364
Boston,Zone5,Zone9,2024-01-01 11:00:00,982.1583650382361
Boston,Zone5,Zone10,2024-01-01 11:00:00,792.1933853080836
Boston,Zone1,Zone6,2024-01-01 12:00:00,916.7522503077547
Boston,Zone1,Zone7,2024-01-01 12:00:00,952.9314746585464
Boston,Zone1,Zone8,2024-01-01 12:00:00,1093.035533806995
Boston,Zone1,Zone9,2024-01-01 12:00:00,921.162906995043
Boston,Zone1,Zone10,2024-01-01 12:00:00,705.0796350489526
Boston,Zone2,Zone6,2024-01-01 12:00:00,691.150579493185
Boston,Zone2,Zone7,2024-01-01 12:00:00,906.3646608448756
Boston,Zone2,Zone8,2024-01-01 12:00:00,1019.9831702127725
Boston,Zone2,Zone9,2024-01-01 12:00:00,834.3415245818921
Boston,Zone2,Zone10,2024-01-01 12:00:00,1041.9323069846093
Boston,Zone3,Zone6,2024-01-01 12:00:00,742.0549488026106
Boston,Zone3,Zone7,2024-01-01 12:00:00,857.0952315628693
Boston,Zone3,Zone8,2024-01-01 12:00:00,965.0412608000555
Boston,Zone3,Zone9,2024-01-01 12:00:00,413.5432828934556
Boston,Zone3,Zone10,2024-01-01 12:00:00,650.2976335219271
Boston,Zone4,Zone6,2024-01-01 12:00:00,948.2711104171992
Boston,Zone4,Zone7,2024-01-01 12:00:00,1135.2080121260453
Boston,Zone4,Zone8,2024-01-01 12:00:00,710.6547003820665
Boston,Zone4,Zone9,2024-01-01 12:00:00,818.825336258293
Boston,Zone4,Zone10,2024-01-01 12:00:00,1375.4400335575158
Boston,Zone5,Zone6,2024-01-01 12:00:00,796.980211362953
Boston,Zone5,Zone7,2024-01-01 12:00:00,806.8083541494286
Boston,Zone5,Zone8,2024-01-01 12:00:00,972.0554517742071
Boston,Zone5,Zone9,2024-01-01 12:00:00,812.7417376308164
Boston,Zone5,Zone10,2024-01-01 12:00:00,964.2153722057601
Boston,Zone1,Zone6,2024-01-01 13:00:00,639.4358809060832
Boston,Zone1,Zone7,2024-01-01 13:00:00,977.5742329575901
Boston,Zone1,Zone8,2024-01-01 13:00:00,1173.6219898961936
Boston,Zone1,Zone9,2024-01-01 13:00:00,740.1496018201613
Boston,Zone1,Zone10,2024-01-01 13:00:00,850.5155266602993
Boston,Zone2,Zone6,2024-01-01 13:00:00,1167.5854481731346
Boston,Zone2,Zone7,2024-01-01 13:00:00,788.1553688131792
Boston,Zone2,Zone8,2024-01-01 13:00:00,917.8732605571645
Boston,Zone2,Zone9,2024-01-01 13:00:00,814.3289835185312
Boston,Zone2,Zone10,2024-01-01 13:00:00,821.2096798848547
Boston,Zone3,Zone6,2024-01-01 13:00:00,950.9431056954281
Boston,Zone3,Zone7,2024-01-01 13:00:00,1099.377917416961
Boston,Zone3,Zone8,2024-01-01 13:00:00,993.1356198431373
Boston,Zone3,Zone9,2024-01-01 13:00:00,675.938204248692
Boston,Zone3,Zone10,2024-01-01 13:00:00,729.1508403434458
Boston,Zone4,Zone6,2024-01-01 13:00:00,923.1817081670106
Boston,Zone4,Zone7,2024-01-01 13:00:00,1107.309946201945
Boston,Zone4,Zone8,2024-01-01 13:00:00,1259.1041032752992
Boston,Zone4,Zone9,2024-01-01 13:00:00,718.1119812550281
Boston,Zone4,Zone10,2024-01-01 13:00:00,983.4555303910557
Boston,Zone5,Zone6,2024-01-01 13:00:00,1309.6406865996319
Boston,Zone5,Zone7,2024-01-01 13:00:00,904.8401987132738
Boston,Zone5,Zone8,2024-01-01 13:00:00,1011.4057127906456
Boston,Zone5,Zone9,2024-01-01 13:00:00,758.9674970799886
Boston,Zone5,Zone10,2024-01-01 13:00:00,1136.309599908218
Boston,Zone1,Zone6,2024-01-01 14:00:00,1384.782970200841
Boston,Zone1,Zone7,2024-01-01 14:00:00,516.2640482818102
Boston,Zone1,Zone8,2024-01-01 14:00:00,1096.1636604100167
Boston,Zone1,Zone9,2024-01-01 14:00:00,855.8071346011313
Boston,Zone1,Zone10,2024-01-01 14:00:00,1015.5938685651138
Boston,Zone2,Zone6,2024-01-01 14:00:00,1191.7957331467037
Boston,Zone2,Zone7,2024-01-01 14:00:00,1157.5878313210264
Boston,Zone2,Zone8,2024-01-01 14:00:00,1116.5025490870275
Boston,Zone2,Zone9,2024-01-01 14:00:00,674.3990448105503
Boston,Zone2,Zone10,2024-01-01 14:00:00,921.4797959933999
Boston,Zone3,Zone6,2024-01-01 14:00:00,685.864858150323
Boston,Zone3,Zone7,2024-01-01 14:00:00,691.5056844253468
Boston,Zone3,Zone8,2024-01-01 14:00:00,842.8975499785315
Boston,Zone3,Zone9,2024-01-01 14:00:00,834.473552626939
Boston,Zone3,Zone10,2024-01-01 14:00:00,824.3370049427173
Boston,Zone4,Zone6,2024-01-01 14:00:00,739.8810469744226
Boston,Zone4,Zone7,2024-01-01 14:00:00,1097.233615856252
Boston,Zone4,Zone8,2024-01-01 14:00:00,1102.2231591795282
Boston,Zone4,Zone9,2024-01-01 14:00:00,699.326180711216
Boston,Zone4,Zone10,2024-01-01 14:00:00,1113.6954104823258
Boston,Zone5,Zone6,2024-01-01 14:00:00,765.4166707083921
Boston,Zone5,Zone7,2024-01-01 14:00:00,851.3913249711956
Boston,Zone5,Zone8,2024-01-01 14:00:00,724.8722085486203
Boston,Zone5,Zone9,2024-01-01 14:00:00,936.5735965590761
Boston,Zone5,Zone10,2024-01-01 14:00:00,912.2588028484619
Boston,Zone1,Zone6,2024-01-01 15:00:00,948.6433272955665
Boston,Zone1,Zone7,2024-01-01 15:00:00,931.0711718429899
Boston,Zone1,Zone8,2024-01-01 15:00:00,1167.7686706952395
Boston,Zone1,Zone9,2024-01-01 15:00:00,1015.8984242401325
Boston,Zone1,Zone10,2024-01-01 15:00:00,741.3687962936905
Boston,Zone2,Zone6,2024-01-01 15:00:00,882.1044723558399
Boston,Zone2,Zone7,2024-01-01 15:00:00,868.2835036427417
Boston,Zone2,Zone8,2024-01-01 15:00:00,1031.8500731240906
Boston,Zone2,Zone9,2024-01-01 15:00:00,798.5395027596247
Boston,Zone2,Zone10,2024-01-01 15:00:00,882.6676613586442
Boston,Zone3,Zone6,2024-01-01 15:00:00,516.4652261283006
Boston,Zone3,Zone7,2024-01-01 15:00:00,654.8790059916923
Boston,Zone3,Zone8,2024-01-01 15:00:00,631.3732595385588
Boston,Zone3,Zone9,2024-01-01 15:00:00,496.31500177413466
Boston,Zone3,Zone10,2024-01-01 15:00:00,1219.6482336858955
Boston,Zone4,Zone6,2024-01-01 15:00:00,855.5133138314243
Boston,Zone4,Zone7,2024-01-01 15:00:00,934.810482476886
Boston,Zone4,Zone8,2024-01-01 15:00:00,660.3279004227566
Boston,Zone4,Zone9,2024-01-01 15:00:00,677.9352753935434
Boston,Zone4,Zone10,2024-01-01 15:00:00,849.7203716101865
Boston,Zone5,Zone6,2024-01-01 15:00:00,792.868793407112
